code	name	placeName	Longitude	Latitude	num_accessible_stations_30m	num_accessible_stations_45m	num_accessible_stations_60m
9100ARDRSHB	Ardrossan Harbour Rail Station	Ardrossan	-4.82111	55.63986	14	24	68
9100GTMSNDN	Great Missenden Rail Station	Great Missenden	-0.70914	51.70352	14	37	136
9100EBOLDON	East Boldon Rail Station	East Boldon	-1.42031	54.94641	14	18	30
9100ROSG	Rose Grove Rail Station	Rose Grove	-2.2828	53.7862	14	21	38
9100DGLROAD	Dingle Road Rail Station	Penarth	-3.18061	51.44005	14	39	61
9100GLNRTHS	Glenrothes with Thornton Rail Station	Glenrothes	-3.14301	56.16235	14	22	39
9100LTLKMBL	Little Kimble Rail Station	Little Kimble	-0.80845	51.75224	14	35	106
9100CLAVRDN	Claverdon Rail Station	Claverdon	-1.69657	52.2771	14	42	90
9100WDHAMFR	South Woodham Ferrers Rail Station	South Woodham Ferrers	0.60652	51.64947	14	26	152
9100ABDO	Aberdour Rail Station	Aberdour	-3.30056	56.05458	14	33	56
9100AYLSBRY	Aylesbury Rail Station	Aylesbury	-0.81509	51.8139	13	35	83
9100CRGDRN	Craigendoran Rail Station	Craigendoran	-4.71123	55.99478	13	27	62
9100POOLE	Poole Rail Station	Poole	-1.98333	50.71941	13	23	34
9100BRANKSM	Branksome Rail Station	Branksome Park	-1.91977	50.72695	13	24	39
9100CAMELON	Camelon Rail Station	Camelon	-3.8176	56.00608	13	39	136
9100LTCE	Letchworth Rail Station	Letchworth	-0.22926	51.97997	13	102	391
9100GOUROCK	Gourock Rail Station	Gourock	-4.81665	55.9623	13	23	78
9100BERRYB	Berry Brow Rail Station	Berry Brow	-1.79343	53.62105	13	30	75
9100SHRWBY	Shrewsbury Rail Station	Shrewsbury	-2.74977	52.71195	13	30	59
9100HAWARDN	Hawarden Rail Station	Hawarden	-3.03209	53.18537	13	23	57
9100SLTHWTE	Slaithwaite Rail Station	Slaithwaite	-1.88158	53.62384	13	29	77
9100SBROUGH	Stallingborough Rail Station	Stallingborough	-0.18367	53.58711	13	15	16
9100LNGP	Longport Rail Station	Longport	-2.21645	53.0419	13	27	76
9100LISKARD	Liskeard Rail Station	Liskeard	-4.46961	50.44686	13	18	24
9100NWPTRTG	Newport (S Wales) Rail Station	Newport	-2.99865	51.58974	13	50	85
9100BOWBRKH	Bow Brickhill Rail Station	Bow Brickhill	-0.69607	52.00431	13	21	55
9100HFLPEVL	Hatfield Peverel Rail Station	Hatfield Peverel	0.59214	51.77988	13	79	308
9100GORNGBS	Goring-by-Sea Rail Station	Goring by Sea	-0.43308	50.81772	13	29	51
9100KEIGHLY	Keighley Rail Station	Keighley	-1.90165	53.86798	13	34	60
9100BKDLE	Birkdale Rail Station	Birkdale	-3.01446	53.63407	13	32	74
9100AUDLEYE	Audley End Rail Station	Audley End	0.20731	52.00445	13	32	95
9100EGRFRTH	East Garforth Rail Station	East Garforth	-1.37054	53.792	13	43	83
9100KMPTNPK	Kempton Park Rail Station	Kempton Park	-0.40974	51.42099	13	65	268
9400ZZLUCSM	Chesham Underground Station	Chesham	-0.61111	51.70524	13	28	98
9100MLSHILL	Mills Hill (Manchester) Rail Station	Mills Hill	-2.17151	53.55132	13	49	112
9100YAAM	Yarm Rail Station	Yarm	-1.35154	54.4939	13	25	40
9100CFLATTS	Crossflatts Rail Station	Crossflatts	-1.84489	53.85848	13	35	61
9100HRSM	Harrietsham Rail Station	Harrietsham	0.67241	51.24483	13	36	66
9100FAULDHS	Fauldhouse Rail Station	Fauldhouse	-3.71931	55.82247	13	41	135
9100TILEH	Tile Hill Rail Station	Tile Hill South	-1.59685	52.39512	13	64	115
9100BAGSHOT	Bagshot Rail Station	Bagshot	-0.68866	51.36437	13	43	96
9100PEARTRE	Peartree Rail Station	Pear Tree	-1.47321	52.89701	13	30	96
9100PLSNGTN	Pleasington Rail Station	Pleasington	-2.54413	53.73097	13	43	90
9100BKSWELL	Berkswell Rail Station	Berkswell	-1.64284	52.3959	13	71	121
9100WENDOVR	Wendover Rail Station	Wendover	-0.74737	51.76176	13	29	88
9100ATHRSTN	Atherstone Rail Station	Atherstone	-1.55281	52.57898	13	66	120
9100CHPLTWN	Chapeltown Rail Station	Chapeltown	-1.46627	53.46235	13	36	68
9100TNYPNDY	Tonypandy Rail Station	Tonypandy	-3.44889	51.61976	13	27	46
9100NWRKCAS	Newark Castle Rail Station	Newark	-0.81315	53.08003	13	25	53
9100WDLESFD	Woodlesford Rail Station	Woodlesford	-1.44289	53.7568	13	49	82
9100BLEASBY	Bleasby Rail Station	Bleasby	-0.94368	53.04139	13	26	45
9100DNFRMLE	Dunfermline Town Rail Station	Dunfermline	-3.45253	56.06818	13	27	49
9100FSTR	Fenny Stratford Rail Station	Fenny Stratford	-0.71599	52.00008	13	23	72
9100BCKY	Buckley Rail Station	Buckley	-3.05594	53.16305	13	19	45
9100GLFCHFR	Gilfach Fargoed Rail Station	Gilfach	-3.22658	51.68425	13	19	41
9100PENARTH	Penarth Rail Station	Penarth	-3.17447	51.43589	13	40	62
9100THRGRTN	Thurgarton Rail Station	Thurgarton	-0.96225	53.02897	13	29	47
9100PSRN	Pensarn (Gwynedd) Rail Station	Pen-Sarn	-4.11217	52.83072	13	17	22
9100SOLEST	Sole Street Rail Station	Sole Street	0.3781	51.38315	13	49	221
9100DORE	Dore & Totley Rail Station	Dore	-1.51529	53.32765	13	40	99
9100STKM	Stoke Mandeville Rail Station	Stoke Mandeville	-0.78408	51.7878	13	28	74
9100RMSWILP	Ramsgreave & Wilpshire Rail Station	Wilpshire	-2.47814	53.77979	13	30	61
9100HRLC	Harlech Rail Station	Harlech	-4.1092	52.86134	13	18	22
9100STRBDGT	Stourbridge Town Rail Station	Stourbridge	-2.14182	52.45559	13	30	75
9100FRZNGHL	Frizinghall Rail Station	Frizinghall	-1.769	53.82038	13	37	68
9100WTLESFD	Whittlesford Parkway Rail Station	Whittlesford	0.16562	52.1036	13	29	61
9100PTRSFLD	Petersfield Rail Station	Petersfield	-0.94114	51.00672	13	33	74
9100LARBERT	Larbert Rail Station	Larbert	-3.83058	56.02269	13	55	155
9100SUNBURY	Sunbury Rail Station	Sunbury	-0.41777	51.41832	13	60	246
9100MEXBRGH	Mexborough Rail Station	Mexborough	-1.28856	53.49101	13	39	82
9100CLMN	Chilham Rail Station	Chilham	0.97592	51.24461	13	33	80
9100LITLBRO	Littleborough Rail Station	Littleborough	-2.09465	53.64301	13	28	87
9100BTLYSY	Bentley (S Yorks) Rail Station	Bentley	-1.15095	53.54396	13	38	98
9100NEWHVNH	Newhaven Harbour Rail Station	Newhaven	0.055	50.78978	13	30	57
9100SKPT	Skipton Rail Station	Skipton	-2.02588	53.9587	13	22	47
9100DNFRMQM	Dunfermline Queen Margaret Rail Station	Dunfermline	-3.42147	56.08056	13	23	46
9100STALBNA	St Albans Abbey Rail Station	St Albans	-0.34257	51.74474	13	70	315
9100KILMRNK	Kilmarnock Rail Station	Kilmarnock	-4.49867	55.61211	13	36	104
9100HEVER	Hever Rail Station	Hever	0.09508	51.18141	13	67	326
9100UPHOLND	Upholland Rail Station	Up Holland	-2.7414	53.52839	13	45	118
9100CLTN	Clifton (Manchester) Rail Station	Clifton	-2.31475	53.5225	13	76	142
9100WKILBRD	West Kilbride Rail Station	West Kilbride	-4.85174	55.69615	13	22	58
9100MARTON	Marton Rail Station	Ormesby	-1.19848	54.54435	13	24	33
9100POLMONT	Polmont Rail Station	Polmont	-3.71497	55.98472	13	72	171
9100ELYY	Ely Rail Station	Ely	0.26683	52.39125	13	35	52
9100CRWHRST	Crowhurst Rail Station	Crowhurst	0.50135	50.88857	13	25	44
9100NEWNGTN	Newington Rail Station	Newington	0.66858	51.35334	13	29	59
9100MSSD	Moss Side Rail Station	Moss Side	-2.94294	53.76499	13	30	74
9100BRADIN	Bradford Interchange Rail Station	Bradford	-1.7496	53.79109	13	45	78
9100RCHDALE	Rochdale Rail Station	Rochdale	-2.15352	53.61032	13	44	110
9100BROUGH	Brough Rail Station	Brough	-0.57872	53.72698	13	26	49
9100FLINT	Flint Rail Station	Flint	-3.13301	53.24954	12	34	77
9100WHSTBLE	Whitstable Rail Station	Whitstable	1.0333	51.35758	12	29	43
9100CRSTRS	Carstairs Rail Station	Carstairs	-3.66847	55.69103	12	41	128
9100SHPLAKE	Shiplake Rail Station	Shiplake	-0.8826	51.51146	12	39	138
9100SKSCMN	Silkstone Common Rail Station	Silkstone Common	-1.56347	53.53494	12	22	46
9100GYPSYLA	Gypsy Lane Rail Station	Nunthorpe	-1.17939	54.53289	12	24	34
9100APPLEFD	Appleford Rail Station	Appleford	-1.24214	51.63964	12	28	69
9100DNLP	Dunlop Rail Station	Dunlop	-4.53237	55.71187	12	64	141
9100CULHAM	Culham Rail Station	Culham	-1.23651	51.6538	12	26	61
9100FARNHAM	Farnham Rail Station	Farnham	-0.79243	51.2119	12	36	119
9100EBOURNE	Eastbourne Rail Station	Eastbourne	0.28126	50.76937	12	31	55
9100STONE	Stone Rail Station	Stone Town Centre	-2.15504	52.90835	12	33	100
9100AMLY	Amberley Rail Station	Amberley	-0.54199	50.89667	12	34	63
9100FALKRKG	Falkirk Grahamston Rail Station	Falkirk	-3.78504	56.0026	12	43	145
9100DINSDAL	Dinsdale Rail Station	Middleton St George	-1.46707	54.51473	12	29	45
9100ULCEBY	Ulceby Rail Station	Ulceby Skitter	-0.30083	53.61922	12	16	17
9100BULWELL	Bulwell Rail Station	Bulwell	-1.19623	52.99972	12	26	44
9100PSTONE	Parkstone (Dorset) Rail Station	Parkstone	-1.94796	50.72296	12	24	36
9100EXETRST	Exeter St Thomas Rail Station	Exeter City Centre	-3.53886	50.71714	12	28	40
9100HELIFLD	Hellifield Rail Station	Hellifield	-2.22784	54.01087	12	20	27
9100ROLSTN	Rolleston Rail Station	Rolleston	-0.89967	53.06531	12	22	46
9100BRUSTAN	Brunstane Rail Station	Brunstane	-3.10098	55.9425	12	37	66
9100NEWBURY	Newbury Rail Station	Newbury	-1.32286	51.39764	12	29	67
9100HEADCRN	Headcorn Rail Station	Headcorn	0.62749	51.16572	12	40	94
9100HILLSID	Hillside Rail Station	Hillside	-3.02472	53.62212	12	33	74
9100RUNCRNE	Runcorn East Rail Station	Norton	-2.6657	53.32759	12	45	135
9100BGRN	Barnt Green Rail Station	Barnt Green	-1.99247	52.36109	12	62	107
9100BNSLY	Barnsley Rail Station	Barnsley Centre	-1.47716	53.55432	12	34	86
9100HARMYRS	Hairmyres Rail Station	Hairmyres	-4.22	55.76196	12	64	138
9100BALDOCK	Baldock Rail Station	Baldock	-0.18756	51.99288	12	71	335
9100SDLG	Sandling Rail Station	Sandling	1.06606	51.09037	12	31	82
9100SHBRYNS	Shoeburyness Rail Station	Shoeburyness	0.79536	51.53098	12	24	52
9100SMBG	Smithy Bridge Rail Station	Smithy Bridge	-2.1135	53.63327	12	31	97
9100MINSTER	Minster Rail Station	Minster	1.31723	51.32918	12	19	43
9100ADNL	Adlington (Lancs) Rail Station	Adlington	-2.60307	53.61326	12	43	124
9100BURNLYB	Burnley Barracks Rail Station	Burnley	-2.25808	53.79089	12	19	33
9100LNTN	Longton Rail Station	Longton	-2.13701	52.98997	12	25	72
9100SPDN	Spondon Rail Station	Spondon	-1.41109	52.91224	12	39	96
9100ROMSEY	Romsey Rail Station	Romsey	-1.49315	50.99252	12	34	61
9100BEKSBRN	Bekesbourne Rail Station	Bekesbourne	1.13672	51.26136	12	25	48
9100PINHOE	Pinhoe Rail Station	Pinhoe	-3.46935	50.73777	12	26	36
9100CRCK	Corkickle Rail Station	Corkickle	-3.58216	54.54168	12	17	22
9100SHPRTH	Shepreth Rail Station	Shepreth	0.03133	52.11417	12	26	113
9100WHITHVN	Whitehaven Rail Station	Whitehaven	-3.58693	54.55303	12	16	22
9100BOMO	Bournemouth Rail Station	Bournemouth	-1.86451	50.72726	12	29	44
9100ASPLEYG	Aspley Guise Rail Station	Aspley Guise	-0.63233	52.02125	12	18	37
9100SOAV	Stratford-upon-Avon Rail Station	Stratford-upon-Avon	-1.7163	52.19426	12	24	49
9100SELAFLD	Sellafield Rail Station	Sellafield	-3.51046	54.41659	12	18	21
9100INVERKP	Inverkip Rail Station	Inverkip	-4.87258	55.90609	12	21	49
9100NETLEY	Netley Rail Station	Netley	-1.34191	50.8749	12	28	50
9100RDHAMN	Reedham (Norfolk) Rail Station	Reedham	1.55967	52.56453	12	18	27
9100FURNESV	Furness Vale Rail Station	Furness Vale	-1.98884	53.34877	12	32	87
9100HBRN	Hollingbourne Rail Station	Hollingbourne	0.62786	51.26517	12	35	65
9100LBDR	Llanbedr Rail Station	Llanbedr	-4.11021	52.82087	12	17	23
9100GOOSTRY	Goostrey Rail Station	Goostrey	-2.32647	53.22257	12	40	105
9100GTBNTLY	Great Bentley Rail Station	Great Bentley	1.06516	51.85177	12	21	33
9100BURTNOT	Burton-on-Trent Rail Station	Burton upon Trent Town Centre	-1.64246	52.80583	12	67	138
9100BMLY	Bramley (Hants) Rail Station	Bramley	-1.061	51.33029	12	48	127
9100HAWDNBG	Hawarden Bridge Rail Station	Hawarden	-3.03273	53.21809	12	30	66
9100WITLEY	Witley Rail Station	Witley	-0.64578	51.13316	12	30	93
9100HONLEY	Honley Rail Station	Honley	-1.78097	53.60824	12	24	59
9100LNDW	Llandanwg Rail Station	Harlech	-4.12387	52.83618	12	17	22
9100BOGNORR	Bognor Regis Rail Station	Bognor Regis	-0.67618	50.78655	12	31	51
9100WORKSOP	Worksop Rail Station	Worksop	-1.12277	53.31153	12	22	44
9100PRHN	Penrhyndeudraeth Rail Station	Penrhyndeudraeth	-4.06457	52.92884	12	17	20
9100ROYSTON	Royston Rail Station	Royston	-0.02691	52.05309	12	36	228
9100HOSCAR	Hoscar Rail Station	Hoscar	-2.80442	53.59778	12	30	69
9100BKHLS	Brockholes Rail Station	Brockholes	-1.76969	53.59699	12	24	51
9100BURNLYC	Burnley Central Rail Station	Burnley	-2.24497	53.79352	12	18	30
9100FISKRTN	Fiskerton Rail Station	Fiskerton	-0.91218	53.0603	12	24	45
9100CHRSTSH	Christs Hospital Rail Station	Christ's Hospital	-0.36355	51.05068	12	35	138
9100WOBURNS	Woburn Sands Rail Station	Woburn Sands	-0.65408	52.01816	12	19	41
9100BRYSTNS	Braystones Rail Station	Braystones	-3.54183	54.43937	12	18	21
9100STBEES	St Bees Rail Station	St Bees	-3.59115	54.49254	12	18	22
9100WREXHMG	Wrexham General Rail Station	Wrexham	-3.00245	53.05025	12	26	49
9100SHNS	Shenstone Rail Station	Shenstone	-1.8442	52.63937	12	42	94
9100DNTG	Dinting Rail Station	Dinting	-1.97031	53.44935	12	34	85
9100MELDRTH	Meldreth Rail Station	Meldreth	0.00895	52.09073	12	28	151
9100ALDMSTN	Aldermaston Rail Station	Aldermaston	-1.13742	51.40196	12	30	70
9100SWAY	Sway Rail Station	Sway	-1.61001	50.78469	12	25	41
9100RBRTSBD	Robertsbridge Rail Station	Robertsbridge	0.46879	50.98493	12	25	49
9100HOWDEN	Howden Rail Station	Howden	-0.86047	53.76473	12	29	57
9100GTCHSFD	Great Chesterford Rail Station	Great Chesterford	0.19352	52.05982	12	29	69
9100PPAN	Prestonpans Rail Station	Prestonpans	-2.97477	55.95309	12	31	55
9100SHAWFD	Shawford Rail Station	Shawford	-1.32778	51.02212	12	35	65
9100BOTLEY	Botley Rail Station	Botley	-1.25924	50.91644	12	38	59
9100DARNALL	Darnall Rail Station	Darnall	-1.41256	53.3846	12	34	74
9100RAMSGTE	Ramsgate Rail Station	Ramsgate	1.40649	51.34081	12	22	45
9100NTRD	North Road Rail Station	Darlington	-1.55395	54.5362	12	27	50
9100MINFORD	Minffordd Rail Station	Minffordd	-4.08498	52.92615	12	16	19
9100DYFRYNA	Dyffryn Ardudwy Rail Station	Dyffryn Ardudwy	-4.10466	52.78887	12	18	23
9100ATNBRO	Attenborough Rail Station	Attenborough	-1.23142	52.90623	12	30	60
9100TOPSHAM	Topsham Rail Station	Topsham	-3.46444	50.6862	12	25	34
9100CHPWKSC	Chappel & Wakes Colne Rail Station	Wakes Colne	0.75852	51.92592	12	25	52
9100PNYF	Penyffordd Rail Station	Penyffordd	-3.05485	53.14311	12	17	39
9100ALSAGER	Alsager Rail Station	Alsager	-2.29906	53.09302	12	34	92
9100QUAKRSY	Quakers Yard Rail Station	Quaker's Yard	-3.32281	51.66072	12	28	47
9100FOXTON	Foxton Rail Station	Foxton	0.05632	52.11923	12	25	93
9100DOLEHAM	Doleham Rail Station	Westfield	0.60998	50.91858	12	23	46
9100LHVN	Littlehaven Rail Station	Littlehaven	-0.30797	51.07974	12	40	175
9100WHALYBG	Whaley Bridge Rail Station	Whaley Bridge	-1.98464	53.33025	12	26	81
9100TRWBRDG	Trowbridge Rail Station	Trowbridge	-2.21435	51.31983	12	18	38
9100CMBRNLD	Cumbernauld Rail Station	Cumbernauld	-3.98032	55.94201	12	63	145
9100SMILFD	South Milford Rail Station	South Milford	-1.25053	53.78234	12	43	86
9100CONBRGH	Conisbrough Rail Station	Conisbrough	-1.23433	53.48933	12	40	87
9100AGHTNPH	Aughton Park Rail Station	Aughton	-2.89522	53.55426	12	38	87
9100BURNMR	Burnley Manchester Road Rail Station	Burnley	-2.24887	53.78498	12	31	60
9100HOPC	Hope (Flintshire) Rail Station	Hope	-3.03689	53.11738	12	18	32
9100CREDITN	Crediton Rail Station	Crediton	-3.6468	50.78329	12	32	41
9100WEELEY	Weeley Rail Station	Weeley	1.11549	51.85311	12	18	32
9100CLFDOWN	Clifton Down Rail Station	Clifton	-2.61175	51.46454	12	21	29
9100WARHAM	Wareham Rail Station	Wareham	-2.11526	50.69287	12	17	25
9100PSEA	Portsmouth & Southsea Rail Station	Portsmouth	-1.09091	50.79848	12	23	50
9100CADOXTN	Cadoxton Rail Station	Cadoxton	-3.24891	51.41228	12	29	52
9100MCKLFLD	Micklefield Rail Station	Micklefield	-1.3268	53.78885	12	44	90
9100FSHBORN	Fishbourne Rail Station	Fishbourne	-0.81509	50.83904	12	30	56
9100SPLY	Shepley Rail Station	Shepley	-1.70493	53.58875	11	22	44
9100HLNSBRC	Helensburgh Central Rail Station	Helensburgh	-4.73275	56.00419	11	23	47
9100TADWTH	Tadworth Rail Station	Tadworth	-0.23596	51.29164	11	58	283
9100CHRISTC	Christchurch Rail Station	Christchurch	-1.78455	50.7382	11	19	36
9100BARRY	Barry Rail Station	Barry	-3.285	51.39678	11	23	51
9100GBNK	Greenbank Rail Station	Greenbank	-2.53427	53.25148	11	21	59
9100BARGOED	Bargoed Rail Station	Bargoed	-3.22969	51.69231	11	18	37
9100MENSTON	Menston Rail Station	Menston	-1.73551	53.89235	11	40	65
9100WRESSLE	Wressle Rail Station	Wressle	-0.92436	53.77294	11	27	56
9100LDLNGTN	Lidlington Rail Station	Lidlington	-0.55892	52.04155	11	18	31
9100LNAB	Llanaber Rail Station	Llanaber	-4.07719	52.74152	11	17	21
9100NETHRTN	Nethertown Rail Station	Nethertown	-3.56584	54.45642	11	18	22
9100PWTH	Polesworth Rail Station	Polesworth	-1.61054	52.62584	11	65	126
9100BRSCGHJ	Burscough Junction Rail Station	Burscough	-2.84061	53.59754	11	34	89
9100LCHGLLY	Lochgelly Rail Station	Lochgelly	-3.31294	56.13532	11	19	35
9100HBDNBDG	Hebden Bridge Rail Station	Hebden Bridge	-2.00907	53.7376	11	32	82
9100RTFD	Retford Rail Station	Retford	-0.94788	53.31518	11	36	87
9100MIDGHAM	Midgham Rail Station	Woolhampton	-1.17771	51.39597	11	24	56
9100PARTON	Parton Rail Station	Parton	-3.5808	54.57037	11	16	21
9100BLRD	Blackrod Rail Station	Blackrod	-2.56953	53.59154	11	45	129
9100NEWPRTE	Newport (Essex) Rail Station	Newport	0.21514	51.97988	11	30	91
9100GRGRAVE	Gargrave Rail Station	Gargrave	-2.10516	53.97842	11	20	38
9100DODWRTH	Dodworth Rail Station	Dodworth	-1.53169	53.54435	11	23	55
9100PNKRDG	Penkridge Rail Station	Penkridge	-2.1193	52.72352	11	61	135
9300TMP	Tower Millennium Pier	Tower Hill	-0.07908	51.50781	11	14	14
9100CAERGWL	Caergwrle Rail Station	Caergwrle	-3.03292	53.10788	11	17	27
9100CWDNBTH	Cowdenbeath Rail Station	Cowdenbeath	-3.34318	56.11208	11	20	40
9100DNDL	Denby Dale Rail Station	Denby Dale	-1.66321	53.57264	11	20	39
9100CRNF	Carnforth Rail Station	Carnforth	-2.77123	54.12969	11	26	67
9100PULBRO	Pulborough Rail Station	Pulborough	-0.51655	50.95735	11	31	74
9100THPLESK	Thorpe-le-Soken Rail Station	Thorpe-le-Soken	1.16141	51.84765	11	16	30
9100NUNTHRP	Nunthorpe Rail Station	Nunthorpe	-1.16944	54.52788	11	24	33
9100HESSLE	Hessle Rail Station	Hessle	-0.44182	53.71745	11	21	35
9100CSFD	Chandlers Ford Rail Station	Chandler's Ford	-1.38518	50.98368	11	29	56
9100BARRYDK	Barry Docks Rail Station	Barry	-3.26072	51.40244	11	27	48
9100BILSHST	Billingshurst Rail Station	Billingshurst	-0.4503	51.0152	11	34	101
9100BUCKNHM	Buckenham Rail Station	Buckenham	1.47034	52.59776	11	19	29
9100REDCARC	Redcar Central Rail Station	Redcar	-1.07087	54.61623	11	19	30
9100HINTONA	Hinton Admiral Rail Station	Hinton	-1.71413	50.75263	11	20	37
9100ETCHNGM	Etchingham Rail Station	Etchingham	0.44237	51.01054	11	23	52
9100THATCHM	Thatcham Rail Station	Thatcham	-1.24319	51.39384	11	22	49
9100TLSRNAU	Talsarnau Rail Station	Talsarnau	-4.06817	52.90433	11	18	20
9100DNSN	Dunston Rail Station	Dunston	-1.64205	54.95005	11	26	44
9100WDEN	Walsden Rail Station	Walsden	-2.10446	53.69628	11	22	75
9100SWANSEA	Swansea Rail Station	Swansea	-3.94158	51.62514	11	18	31
9100CHFD	Chesterfield Rail Station	Chesterfield	-1.42011	53.23824	11	40	83
9100MKIN	Markinch Rail Station	Markinch	-3.13078	56.20101	11	26	38
9100WHWLL	Whitwell (Derbys) Rail Station	Whitwell	-1.20021	53.27998	11	18	27
9100RAINHMK	Rainham (Kent) Rail Station	Rainham	0.61135	51.3663	11	37	116
9100WLDMILL	Wildmill Rail Station	Wild Mill	-3.57965	51.52087	11	22	51
9100ARLSEY	Arlesey Rail Station	Arlesey	-0.26632	52.02604	11	49	263
9100PHBR	Portsmouth Harbour Rail Station	Portsmouth	-1.10784	50.79695	11	26	48
9100STKSMR	Stocksmoor Rail Station	Stocksmoor	-1.72325	53.5941	11	24	48
9100YATTON	Yatton Rail Station	Yatton	-2.82779	51.39101	11	24	33
9100SELMSAL	South Elmsall Rail Station	South Elmsall	-1.28486	53.59462	11	32	91
9100HEALING	Healing Rail Station	Healing	-0.16063	53.58182	11	14	16
9100SNGT	Stonegate Rail Station	Stonegate	0.36388	51.01997	11	29	64
9100CLCHRTN	Colchester Town Rail Station	Colchester Town Centre	0.90477	51.88647	11	27	42
9100PWCKAPT	Prestwick Intl Airport Rail Station	Prestwick	-4.61416	55.50903	11	27	88
9100HCHP	Holmes Chapel Rail Station	Holmes Chapel	-2.35115	53.19895	11	37	101
9100WLVR	Wolverton Rail Station	Wolverton	-0.80426	52.06589	11	28	219
9100RIDGMNT	Ridgmont Rail Station	Ridgmont	-0.59455	52.02641	11	17	32
9100KRKWOOD	Kirkwood Rail Station	Coatbridge	-4.04839	55.85418	11	57	142
9100PLUMLEY	Plumley Rail Station	Plumley	-2.41967	53.27469	11	17	37
9100NUTBORN	Nutbourne Rail Station	Nutbourne	-0.88295	50.84606	11	25	51
9100YTRHOND	Ystrad Rhondda Rail Station	Ystrad Rhondda	-3.4667	51.64364	11	20	35
9100ADWICK	Adwick Rail Station	Adwick le Street	-1.18036	53.57234	11	30	96
9100LEAGRVE	Leagrave Rail Station	Leagrave	-0.45851	51.90517	11	40	292
9100LNDC	Llandecwyn Rail Station	Llandecwyn	-4.05705	52.9207	11	17	20
9100GOWERTN	Gowerton Rail Station	Gowerton	-4.03597	51.64872	11	19	25
9100CHFN	Church Fenton Rail Station	Church Fenton	-1.22759	53.82661	11	36	86
9100BESCRLA	Bescar Lane Rail Station	Bescar Lane	-2.91461	53.62387	11	24	53
9100LLHARAN	Llanharan Rail Station	Llanharan	-3.4408	51.53759	11	41	68
9100BRGDDIE	Bargeddie Rail Station	Bargeddie	-4.0738	55.85129	11	75	148
9100MARDEN	Marden Rail Station	Marden	0.49317	51.17517	11	44	92
9100BRMOUTH	Barmouth Rail Station	Barmouth	-4.05661	52.72291	11	18	21
9100SBCH	Sandbach Rail Station	Sandbach	-2.39351	53.15019	11	32	105
9100TODMRDN	Todmorden Rail Station	Todmorden	-2.09965	53.71384	11	21	79
9100GLNCNWY	Glan Conwy Rail Station	Glan Conwy	-3.79774	53.26744	11	19	23
9100NESTON	Neston Rail Station	Neston	-3.06309	53.29187	11	34	79
9100CEFNYBD	Cefn-y-Bedd Rail Station	Cefn-y-bedd	-3.03106	53.09882	11	19	27
9100BRITHDR	Brithdir Rail Station	Brithdir	-3.22873	51.7103	11	19	32
9100BALISTN	Baillieston Rail Station	Baillieston	-4.11369	55.84449	11	85	160
9100HMWTHY	Hamworthy Rail Station	Hamworthy	-2.01937	50.72518	11	18	29
9100PENCOED	Pencoed Rail Station	Pencoed	-3.5005	51.52461	11	40	62
9100CSTL	Castleton (Manchester) Rail Station	Castleton	-2.17823	53.59186	11	35	98
9100LOGHBRO	Loughborough (Leics) Rail Station	Loughborough	-1.19593	52.77897	11	31	51
